5048	Pattern	Monogram
5048	Model	Musette Salsa
5048	Handle Style	Long
5048	Handle Style	Strap
5048	Type	Shoulder
5048	Type	Bag
5048	Brand	LV
5049	Brand	Radley
5049	Size	small
5049	Accents	dog
5049	Accents	charm
5049	Color	light
5049	Color	brown
5050	Brand	Pierre Cardin
5050	Accents	Logo
5050	Type	Boston
5050	Type	Bag
5051	Brand	CALVIN KLEIN
5051	Type	HANDBAG
5052	Brand	LYDC London
5052	Color	red
5052	Accents	tassel
5052	Type	crossbody
5052	Type	bag
5053	Brand	Pritzi
5053	Type	Handbag
5053	Accents	Beaded
5053	Type	Hobo
5053	Type	Shoulder
5053	Type	Bag
5053	Accents	Embroided Tassel
5053	Fabric Type	Braided
5053	Material	Leather
5053	Handle Style	Strap
5054	Brand	rebecca minkoff
5054	Size	full
5054	Model	love
5054	Type	crossbody
5055	Brand	CLARKS
5055	Material	LEATHER
5055	Model	CONKER
5055	Color	BROWN
5055	Type	SATCHEL
5055	Type	MESSENGER
5055	Type	SHOULDER
5055	Type	PURSE
5056	Features	restoration
5056	Occasion	beach
5056	Type	bag
5057	Occasion	School
5057	Type	Bookbag
5057	Type	Shoulder
5057	Type	Bag
5057	Type	Rucksack
5058	Brand	LIEBESKIND
5058	Model	BERLIN
5058	Style	Chelsea
5058	Size	L
5058	Color	Black
5059	Brand	Treviso
5059	Style	Dome
5059	Type	Satchel
5059	Color	Black
5060	Brand	Brighton
5060	Model	Joy
5060	Fabric Type	Canvas
5060	Type	Tote
5060	Type	Shoulder
5060	Type	Bag
5060	Type	Purse
5061	Brand	Chanel
5061	Product Line	Pochette
5061	Type	Wallet
5061	Type	Bag
5061	Style	Diagonal Hanging
5061	Handle/Strap Material	Chain
5061	Type	Shoulder
5061	Product Line	Coco
5062	Material	Cotton
5062	Pattern	Mandala
5062	Department	Unisex
5062	Type	Tote
5062	Type	Bag
5062	Style	Hippie
5062	Style	Bohemian
5062	Occasion	Festival
5062	Style	Boho
5062	Occasion	Beach
5062	Type	Bag
5063	Brand	Whiting and Davis
5063	Fabric Type	Mesh
5063	Type	Cross Body
5063	Type	Purse
5063	Color	Ivory
5063	Color	Beige
5064	Brand	Banana Republic
5064	Color	Brown
5064	Style	O-Ring
5064	Type	Flap
5064	Type	Shoulder
5064	Type	Bag
5064	Handle Style	Wristlet
5064	Type	Purse
5065	Brand	Coach
5065	Pattern	Signature
5065	Color	Gold
5065	Type	Tote
5066	Type	hand
5066	Fabric Type	woven
5066	Type	bag
5066	Style	round
5066	Material	rattan straw
5067	Type	Bag
5067	Type	Purse
5067	Type	Organizer
5067	Material	Felt
5067	Type	Bag
5067	Occasion	Makeup
5067	Type	Organizer
5067	Type	Pur
5068	Brand	Michelle Obama Magazine
5068	Features	3-Compartment
5068	Type	Tote
5068	Type	Handbag
5068	Type	Wallet
5069	Brand	Coach
5069	Product Line	Legacy
5069	Color	Cognac
5069	Color	Brown
5069	Material	Leather
5069	Style	Chelsea
5069	Type	Satchel
5069	Type	Carryall
5070	Brand	Michael Kors
5070	Pattern	Snake
5070	Material	Leather
5070	Type	Crossbody
5070	Type	Clutch
5070	Type	Bag
5071	Brand	Louis Vuitton
5071	Pattern	Monogram
5071	Model	Noe
5071	Type	Shoulder
5071	Type	Bag
5071	MPN	M42224
5071	Color	Brown
5071	MPN	F122
5072	Department	Ladies
5072	Color	Purple
5072	Model	Jaeger
5072	Type	bag
5073	Brand	baggallini
5073	Type	crossbody
5073	Type	Coin Purse
5074	Brand	kate spade
5074	Color	purple
5074	Material	patent leather
5074	Size	small
5074	Type	hobo
5074	Type	bag
5075	Brand	AT FREDDYS
5075	Product Line	LETS EAT
5075	Type	MESSENGER
5075	Handle Style	REPORTER
5075	Type	BAG
5076	Brand	Vera Bradley
5076	Pattern	SCOTTIE DOGS
5076	Size	Large
5076	Style	Hipster
5077	Brand	Kate Spade
5077	Color	Burgundy
5077	Material	Leather
5077	Type	Shoulder
5077	Type	Bag
5077	Type	Purse
5078	Brand	Wilsons
5078	Size	Small
5078	Material	Leather
5078	Color	Black
5078	Features	Adjustable
5078	Type	Backpack
5078	Type	Bag
5078	Occasion	Travel Mini
5078	Occasion	Vacation
5078	Theme	90s
5079	Product Line	LP
5079	Brand	Linea Pelle
5079	Department	Women
5079	Color	Black
5079	Material	Leather
5079	Type	Satchel
5080	Color	Black
5080	Material	Leather Fossil
5080	Type	Crossbody
5080	Type	Bag
5080	Type	Purse
5081	Product Line	Quote
5081	Brand	Sylvia Plath
5081	Fabric Type	Canvas
5081	Type	Clutch
5081	Type	Bag
5081	Type	Case
5081	MPN	CL00007552
5082	Brand	Louis Vuitton
5082	Type	Shoulder
5082	Type	Bag
5082	Product Line	Pochette
5082	Model	Cite
5082	MPN	M51183
5082	Color	Browns
5082	Pattern	Monogram
5083	Brand	Coldwater Creek
5083	Material	Leather
5083	Type	Crossbody
5083	Accents	Ruffled
5083	Type	Purse
5083	Type	Organizer
5083	Type	Bag
5083	Color	Stone
5084	Brand	Herocca Lesportsac
5084	Model	Hawaii Dreaming
5084	Type	Hobo
5084	Type	Crossbody
5084	Pattern	aloha mermaid
5085	Brand	louis vuitton
5085	Size	mini
5085	Model	speedy
5086	Brand	Dooney & Bourke
5086	Color	Black
5086	Material	Leather
5086	Type	Purse
5087	Department	Ladies
5087	Brand	Guess
5087	Type	Bag
5088	Brand	michael Kors
5088	Type	handbag
5089	Material	BORSE
5089	Color	PELLE
5089	Country/Region of Manufacture	Italy
5089	Color	Brown
5089	Material	Leather
5089	Type	Shoulder
5089	Style	Boho
5089	Type	Saddle
5089	Type	Hobo
5089	Accents	Tooled
5089	Type	Bag
5090	Brand	Louis Vuitton
5090	Product Line	Pochette
5090	Model	Gange
5090	Pattern	Monogram
5090	Fabric Type	Canvas
5090	Type	Waist
5090	Type	Bag
5090	MPN	M51870
5091	Brand	Hermes
5091	Model	Baby Boreido
5091	Accents	Mm H Logo
5091	Type	Cosmetics
5091	Type	Make Up
5091	Type	Pouch
5091	Type	Case
5091	Type	Bag
5092	Pattern	Elephant
5092	Theme	Mandala 06
5092	Department	Women 's
5092	Features	Handcrafted
5092	Type	Boots
5093	Brand	verry berry
5093	Brand	Kipling
5093	Department	Women 's
5093	Style	Syro
5093	Type	Shoulder
5093	Type	Bag
5093	Color	Berry
5093	MPN	K13163
5094	Brand	Longchamp
5094	Model	Le Pliage
5094	Handle Style	Long Handle
5094	Size	Large
5094	Type	Tote
5094	Color	BLACK
5095	Department	Women
5095	Accents	Glitter Sequins
5095	Occasion	Evening Party
5095	Type	Handbag Bag
5095	Type	Clutch
5095	Type	Purse
5096	Brand	Radley
5096	Pattern	Signature
5096	Type	Bag
5096	Model	home Sweet Home
5097	Brand	GUCCI
5097	Brand	GG
5097	Product Line	Web
5097	Pattern	Stripe
5097	Type	Clutch
5097	Type	Pouch
5097	Type	Bag
5097	Color	Brown
5097	Material	PVC
5097	Country/Region of Manufacture	Italy
5098	Department	Ladies
5098	Color	Orange
5098	Color	Cream
5098	Type	Bag
5099	Brand	Burberry
5099	Type	Tote
5099	Type	handbag
5100	Brand	Christian Dior
5100	Model	Trotter
5100	Type	Shoulder
5100	Type	Bag
5100	Pattern	Logogram
5100	Color	Red
5101	Department	Womens
5101	Type	bag
5101	Material	Leather
5101	Type	Handbags
5101	Type	Shoulder
5101	Type	Bags
5101	Type	Tote
5101	Department	Female
5101	Type	Purse
5102	Brand	GUCCI
5102	Material	Silk
5102	Type	Handbag
5102	Type	Shoulder
5102	Occasion	Evening
5102	Type	Bag Clutch
5102	Type	Wallet
5102	Type	Crossbody
5102	Color	Black
5102	Color	Red
5102	Department	Womens
5103	Color	BROWN
5103	Style	ITALIAN
5103	Material	LEATHER
5103	Type	HAND
5103	Type	SHOULDER
5103	Type	BAG
5103	Brand	FURLA
5103	Style	SLOUCHY
5103	Type	HOBO
5104	Brand	Lucky Brand
5104	Material	Leather
5104	Style	Boho
5104	Type	Crossbody
5104	Type	Purse
5104	Type	Flap
5105	Brand	Jimmy Choo
5105	Material	Leather
5105	Type	Tote
5105	Type	Bag
5105	Color	Black
5106	Brand	EMPORIO ARMANI
5106	Department	Woman 's
5106	Material	faux leather
5106	Type	shopper
5106	Type	clutch
5106	MPN	Y3D081
5107	Brand	Fendi
5107	Style	Roll
5107	Type	Tote
5107	Pattern	Zucca
5107	Fabric Type	Coated Canvas
5107	Size	Large
5108	Department	Ladies
5108	Brand	Gucci
5108	Type	Bag
5108	Handle/Strap Material	Chain
5108	Handle Style	Handle
5109	Brand	Hi di Hi
5109	Type	Bag
5109	Size	Small
5109	Color	Blue
5109	Color	Pink
5109	Measurement, dimension	10
5109	Measurement, dimension	16
5109	Measurement, dimension	6
5109	Color	Mauna
5109	Color	Loa
5109	Type	Bag
5110	Type	Purses
5110	Type	Bags
5110	Type	Totes
5110	Type	Bags
5111	Department	Ladies
5111	Occasion	Travel
5111	Type	Messenger
5111	Type	Bag
5111	Type	Handbag
5111	Season	Summer
5111	Department	Ladies
5111	Type	Bucket
5111	Type	Bag
5111	MPN	ShR2H3
5112	Type	backpack
5112	Material	leather
5112	Type	rucksack
5112	Type	bag
5113	Brand	Kate Spade NY
5113	Model	Staci Cameron
5113	Type	Satchel
5113	Type	Shoulder
5113	Type	Tote
5113	Type	Bag
5113	Size	Medium
5113	Color	Black
5114	Brand	Vera Bradley
5114	Size	Large
5114	Occasion	Travel
5114	Type	Duffel
5114	Type	Bag
5114	Color	Red
5114	Color	Bandana
5115	Brand	Ted Baker
5115	Material	Polyvinyl
5115	Type	Tote
5115	Type	Bag
5115	Accents	Bow
5116	Type	Hobo
5116	Material	leather
5116	Type	bag
5116	Color	brown
5117	Type	Tote
5117	Type	Wallet
5118	Brand	MICHAEL KORS
5118	Pattern	Signature
5118	Brand	MK
5118	Color	METALLIC
5118	Color	BRONZE
5118	Type	Bag
5119	Brand	Marni
5119	Department	Women
5119	Color	Brown
5119	Type	Satchel
5119	Department	Women
5120	Brand	YNOT
5120	Model	Trolley
5120	Color	Blue
5120	Color	navy
5120	Type	Trolley
5120	Closure	TSA
5120	Closure	lock
5120	Department	Unisex
5120	MPN	L11003PE19-BLUE
5121	Theme	COUNTRY ROAD
5121	Theme	Australia
5121	Type	Tote
5121	Type	Shoulder
5121	Type	Bag
5122	Brand	Chala
5122	Type	Hobo
5122	Type	handbag
5122	Features	detachable
5122	Type	Coin Purse
5122	Pattern	Rainbow Owl
5123	Brand	HERMES
5123	Product Line	Fourre Tout
5123	Model	MM
5123	Type	Handbag
5123	Color	Navy
5123	Color	Brown
5124	Color	Brown
5124	Type	Bag
5124	Brand	Warehouse
5125	Theme	1970s
5125	Pattern	floral
5125	Type	bag
5125	Handle/Strap Material	plastic
5125	Handle Style	handles
5125	Pattern	bird flowers
5125	Product Line	cottagecore
5126	Brand	Prada
5126	Closure	Pushlock
5126	Type	Messenger
5126	Type	Bag
5126	Material	Saffiano Leather
5126	Size	Mini
5127	Brand	Kate Spade New York
5127	Product Line	x Minnie Mouse
5127	Size	Mini
5127	Character	Sima
5127	Type	Crossbody
5127	Material	Leather
5127	Type	Purse
5128	Accents	Beaded
5128	Occasion	Evening
5128	Type	Handbag
5128	Occasion	Cocktail Party
5128	Pattern	Peaky Blinders
5128	Pattern	Flapper
5128	Color	Gold
5129	Brand	Celine
5129	Type	Boston
5129	Type	Bag
5129	Department	Women 'S
5129	Model	No. 135
5130	Department	Women 's
5130	Closure	Two Zip
5130	Features	Pockets
5130	Material	Faux Leather
5130	Type	Crossbody
5130	Type	Shoulder
5130	Type	-bag
5130	Type	Clutch
5130	Color	Black
5131	Type	Bags
5131	Type	Shoulder
5131	Type	Bags
5131	Type	Purse
5131	Type	Messenger
5131	Type	Satchel
5131	Handle Style	Handle
5131	Type	Bags
5131	Type	Crossbody
5131	Department	Women
5132	Brand	Gucci
5132	Model	Gutchishima
5132	Type	handbag
5132	Material	leather
5132	Pattern	flower
5133	Type	Handbags
5133	Type	Bucket
5133	Type	Bag
5133	Accents	Embroidery
5133	Handle/Strap Material	Chain
5133	Type	Bag
5133	MPN	ShouldE9E2
5134	Department	Ladies
5134	Color	navy
5134	Type	shoulder
5134	Type	handbag
5134	Accents	fringe detail
5134	Features	adjustable
5134	Handle Style	strap
5135	Brand	Gucci
5135	Material	Borsa
5135	Model	Padlock
5135	Brand	Gucci
5135	Pattern	Signature
5135	Handle Style	Top Handle
5135	Material	Leather
5135	Type	Bag
5135	Color	Red
5136	Brand	Longchamp
5136	Model	Le Pliage Modele Depose
5136	Size	Large
5136	Type	Tote
5136	Type	Shopper
5136	Type	Bag
5137	Brand	Gucci
5137	Type	Shoulder
5137	Type	bag
5137	Accents	G logos
5137	Color	Beige
5137	Color	Black
5137	Department	Woman
5138	Color	black
5138	Accents	shiny
5138	Type	bag
5138	Color	gold
5138	Hardware Material	metal
5138	Handle Style	handles
5138	Handle Style	strap
5139	Theme	Mandala
5139	Type	Handbag
5139	Theme	Indian
5139	Style	Hippie
5139	Type	Tote
5139	Type	Bag
5139	Type	Shoulder
5139	Material	Cotton
5139	Department	Women
5139	Type	Satchel
5139	Department	Lady
5139	Type	Purse
5140	Theme	Happy Punk
5140	Theme	Cat
5140	Type	Tote
5140	Type	Shopping
5140	Type	Bag
5140	MPN	BG00052137
5141	Theme	Novelty
5141	Features	5-Year
5141	Model	Ace Jean
5141	Occasion	Business
5141	Type	Tote
5141	Model	Ace.Gene
5142	Color	Rough
5142	Color	Tumble
5142	Theme	Rebel
5142	Type	Bag
5142	Type	Crossbody
5142	Material	Lambrusco
5143	Brand	Loungefly
5143	Color	Brown
5143	Pattern	Owl
5143	Type	cross body
5143	Type	messenger
5143	Type	handbag
5144	Brand	LOVE
5144	Color	PINK
5144	Type	Fanny Pack
5144	Color	Lt
5144	Color	Blue
5144	Size	small
5145	Pattern	Crocodile
5145	Material	Leather
5145	Type	Messenger
5145	Type	Bag
5145	Department	Women
5145	Style	Retro
5145	Type	Purse
5145	Occasion	Casual
5145	Type	Shoulder
5145	Type	Handbag
5146	Brand	COACH
5146	Pattern	SIGNATURE
5146	Pattern	STRIPE
5146	Color	KHAKI
5146	Color	HOT PINK
5146	Style	SWINGPACK
5146	Type	CROSSBODY
5146	Color	MESSANGER
5146	Type	BAG
5146	Type	PURSE
5147	Brand	Louis Vuitton
5147	Model	Palm Springs
5147	Type	Backpack
5147	Model	MM
5147	MPN	M41561
5148	Type	Tote
5148	Type	Handbag
5148	Material	Cotton
5148	Type	Shopping
5148	Type	Bag
5148	Color	Seascape
5148	Occasion	Beach
5149	Brand	LONGCHAMP
5149	Model	Shop It
5149	Color	Dark
5149	Color	Green
5149	Material	Suede Leather
5149	Type	Tote
5149	Type	Bag
5150	Brand	Gucci
5150	Type	Pouch
5150	Color	Beige
5150	Department	Woman
5151	Brand	Michael Kors
5151	Model	Riley
5151	Size	Large
5151	Pattern	Pebbled
5151	Material	Leather
5151	Closure	Top Zip
5151	Type	Satchel
5151	Color	Acorn
5151	Color	Brown
5151	Color	Gold
5152	Brand	BAGGALLINI
5152	Style	Tablet
5152	Type	Crossbody
5152	Color	Gray
5152	Color	Purple
5152	Occasion	SCHOOL
5153	Brand	debut
5153	Color	Black
5153	Occasion	Evening
5153	Type	Bag
5153	Pattern	Diamonte
5153	Features	Adjustable
5153	Handle Style	strap
5154	Brand	Louis Vuitton
5154	Model	Sun Crew Gm
5154	Type	Shoulder
5154	Type	Bag
5154	Pattern	Monogram
5154	Style	Razor
5154	MPN	M51242 74Mh514 No. 2516
5155	Department	Women
5155	Accents	Tassel Beads
5155	Type	Clutch
5155	Style	Triangle
5155	Type	Handbag
5155	Type	Purse
5155	Type	Bag
5156	Brand	Vicenzo
5156	Material	Leather
5156	Department	Women 's
5156	Model	Elle
5156	Type	Handbag
5156	Type	Purse
5156	Pattern	Pebbled
5156	Material	Leather
5156	Type	Hobo
5156	Style	Bohemian
5156	Style	Slouch
5157	Brand	John Lewis
5157	Color	Green
5157	Material	Leather
5157	Type	Tote
5157	Type	Bag
5158	Department	WOMEN 'S
5158	Type	HANDBAG
5158	Type	BAG
5158	Accents	SHELL
5158	Color	PINK
5158	Type	BAG
5159	Brand	Ted Baker
5159	Color	Pale
5159	Color	Pink
5159	Color	Nude
5159	Type	Med
5159	Type	Bag
5160	Brand	Versace
5160	Size	Large
5160	Type	Tote
5160	Type	Bag
5160	Color	Tan
5160	Color	Beige
5160	Product Line	Estee Lauder
5160	Occasion	swim
5161	Brand	JLo
5161	Color	Black
5161	Handle Style	Heart Handle
5161	Size	Small
5161	Type	Clutch
5161	Type	Purse
5162	Handle Style	Bracelet
5162	Type	Handbag
5162	Accents	Charm
5162	Brand	Radley
5162	Type	Bag
5163	Brand	Tory Burch
5163	Model	Juliette
5163	Size	Mini
5163	Handle Style	Top Handle
5163	Material	Boxwood
5164	Size	small
5164	Color	silver
5164	Accents	glittery
5164	Occasion	prom
5164	Type	clutch
5164	Type	bag
5164	Color	silver
5164	Handle Style	strap
5165	Brand	Louisvuitton Louis Vuitton
5165	MPN	M52133
5165	Model	Concorde
5165	Type	Bag
5165	Material	Epi
5165	Department	Mens Unisex
5166	Brand	VALENTINO
5166	Color	Maroon
5166	Size	Medium
5166	Accents	Rockstud Spike
5166	Handle Style	Handle
5166	Type	Bag
5166	Measurement, dimension	6.4
5166	Measurement, dimension	2.6 "
5166	Measurement, dimension	9 "
5167	Brand	Michael Kors
5167	Model	Mercer
5167	Size	Large
5167	Model	Accordion
5167	Type	Tote
5167	Pattern	Pebble
5167	Material	Leather
5167	Type	Bag
5167	Color	Maroon
5167	Color	oxblood
5168	Color	RED
5168	Type	BODY
5168	Type	CROSS
5168	Department	LADIES
5168	Type	HANDBAG
5168	Department	LADIES
5169	Brand	Kate Spade
5169	Model	Sylvia Universal
5169	Style	Slim
5169	Type	Bag
5169	Color	Pale
5169	Color	Bellum
5169	Color	Pink
5169	Color	Blush
5170	Brand	Zara
5170	Department	Woman
5170	Material	Leather
5170	Type	Handbag
5171	Color	Black
5171	Brand	Tommy Hilfiger
5171	Department	Lady 's
5171	Type	Handbag
5172	Brand	COACH
5172	Model	WILLIS
5172	Type	Crossbody Shoulder
5172	Type	Bag
5172	Color	Black
5172	Material	Leather
5172	Hardware Material	Brass
5173	Brand	Marc Jacobs
5173	Department	Women 's
5173	Type	Bag
5173	Type	Crossbody
5174	Brand	GUCCI
5174	Pattern	GG
5174	Type	Hand Bag
5174	Type	Handbag Hand Bag
5174	Fabric Type	Coated canvas
5174	Color	Brown
5174	Department	Women
5175	Brand	Hermes
5175	Product Line	Birkin
5175	Model	30
5175	Type	Handbag
5175	Material	Evercalf Leather
5175	Color	Green
5176	Brand	VERA BRADLEY
5176	Type	Backpack
5176	Type	Purse
5176	Type	Bag
5177	Closure	Open
5177	Size	Large
5177	Style	Rectangle
5177	Material	Jute
5177	Type	Bag
5177	Department	Women
5177	Type	Handbag
5177	Size	Large
5177	Handle Style	Strap
5178	Brand	Lands ' End
5178	Material	Cotton
5178	Fabric Type	Canvas
5178	Pattern	Plaid
5178	Type	Tote
5178	Type	Bag
5178	Type	Passport Holder
5178	Type	Organizer
5179	Brand	LOUIS VUITTON
5179	Type	Shoulder
5179	Type	Bag
5179	MPN	M52437
5179	Color	Castilian
5179	Color	red
5179	Material	Epi
5179	Model	Voltaire
5179	Type	Tote
5179	Type	Bag
5180	Size	Mini
5180	Type	Shoulder
5180	Type	Bag
5180	Type	Messenger
5180	Type	Cross Body
5181	Brand	PRADA
5181	Accents	Logos
5181	Type	Backpack Hand Bag
5181	Type	Purse
5181	Color	Gray
5181	Material	Nylon
5181	Country/Region of Manufacture	Italy
5182	Material	♡
5182	Material	♡
5182	Brand	OROTON
5182	Model	Bueno
5182	Type	Flap
5182	Type	Over
5182	Type	Bag Clutch
5182	Type	Crossbody
5182	Type	Handbag
5182	Color	SILVER
5182	Material	Leather
5183	Brand	MCM
5183	Material	PVC Leather
5183	Type	Boston
5183	Type	Bag
5183	Color	Black
5183	Handle Style	Strap
5184	Brand	BOTTEGA VENETA
5184	Size	LARGE
5184	Type	CLUTCH
5184	Fabric Type	NET
5184	Color	A
5184	Color	PORTER
5184	Fabric Type	NET
5184	Color	A
5184	Color	PORTER
5185	Fabric Type	Denim
5185	Style	Slouch
5185	Type	Bag
5185	Occasion	Casual
5185	Model	Jean
5185	Material	Fabric
5185	Type	Handbag
5185	Occasion	Leisure
5185	Country/Region of Manufacture	Korean
5185	MPN	F4N2
5186	Brand	Ghd
5186	Type	Clutch
5186	Type	Bag
5186	Type	Cosmetic
5186	Type	Chest
5186	Department	Women
5186	Color	Red
5187	Brand	Vera Pelle
5187	Type	Crossbody
5187	Material	Leather
5187	Type	Purse
5187	Handle Style	Wristlet Strap
5187	Color	Turquoise
5187	Color	Blue
5188	Brand	Louis Vuitton
5188	Pattern	Monogram
